route_id,airline_id,dep_airport_id,arr_airport_id,equipment
1,380,1799,232,Harbin Yunshuji Y12;De Havilland Canada DHC-6 Twin Otter;Pilatus Britten-Norman BN-2A/B Islander
2,380,2216,1455,Harbin Yunshuji Y12;De Havilland Canada DHC-6 Twin Otter;Pilatus Britten-Norman BN-2A/B Islander
3,380,547,1799,Harbin Yunshuji Y12;De Havilland Canada DHC-6 Twin Otter
4,380,232,1799,Harbin Yunshuji Y12;De Havilland Canada DHC-6 Twin Otter
5,380,105,2443,Harbin Yunshuji Y12;Pilatus Britten-Norman BN-2A/B Islander
6,380,788,2443,Harbin Yunshuji Y12;Pilatus Britten-Norman BN-2A/B Islander
7,380,1455,2216,Harbin Yunshuji Y12;Pilatus Britten-Norman BN-2A/B Islander
8,380,2443,105,Harbin Yunshuji Y12;Pilatus Britten-Norman BN-2A/B Islander
9,380,2443,113,Harbin Yunshuji Y12;Pilatus Britten-Norman BN-2A/B Islander
10,380,113,788,Harbin Yunshuji Y12
11,380,606,1061,Harbin Yunshuji Y12
12,380,606,232,Harbin Yunshuji Y12
13,380,788,113,Harbin Yunshuji Y12
14,380,1061,606,Harbin Yunshuji Y12
15,380,1061,2443,Harbin Yunshuji Y12
16,380,1061,232,Harbin Yunshuji Y12
17,380,1682,810,Harbin Yunshuji Y12
18,380,2328,1682,Harbin Yunshuji Y12
19,380,2443,1061,Harbin Yunshuji Y12
20,380,2580,232,Harbin Yunshuji Y12
21,380,232,547,Harbin Yunshuji Y12
22,380,232,606,Harbin Yunshuji Y12
23,380,232,1061,Harbin Yunshuji Y12
24,21,1713,2341,Yakovlev Yak-40
25,21,2341,1713,Yakovlev Yak-40
26,21,2341,1272,Yakovlev Yak-40
27,21,1272,2341,Yakovlev Yak-40
28,98,625,2228,Yakovlev Yak-42;Embraer 190
29,428,1229,1987,Yakovlev Yak-42;Airbus A320
30,428,1987,1229,Yakovlev Yak-42;Airbus A320
31,21,249,2658,Yakovlev Yak-42
32,21,2341,2658,Yakovlev Yak-42
33,21,2575,2658,Yakovlev Yak-42
34,21,2658,249,Yakovlev Yak-42
35,21,2658,2341,Yakovlev Yak-42
36,21,2658,2575,Yakovlev Yak-42
37,98,2795,2228,Yakovlev Yak-42
38,98,1627,2228,Yakovlev Yak-42
39,98,2228,2795,Yakovlev Yak-42
40,98,2228,1627,Yakovlev Yak-42
41,98,2228,1272,Yakovlev Yak-42
42,98,1272,2228,Yakovlev Yak-42
43,244,625,1078,Yakovlev Yak-42
44,244,625,1316,Yakovlev Yak-42
45,244,1078,625,Yakovlev Yak-42
46,244,1078,2027,Yakovlev Yak-42
47,244,1316,625,Yakovlev Yak-42
48,244,2027,1078,Yakovlev Yak-42
49,428,817,1229,Yakovlev Yak-42
50,428,682,1229,Yakovlev Yak-42
51,428,1229,817,Yakovlev Yak-42
52,428,1229,682,Yakovlev Yak-42
53,96,1634,2508,Tupolev Tu-154;Boeing 737-800
54,96,2508,1634,Tupolev Tu-154;Boeing 737-800
55,21,1819,2135,Tupolev Tu-154
56,21,1819,2573,Tupolev Tu-154
57,21,2135,1819,Tupolev Tu-154
58,21,2573,1819,Tupolev Tu-154
59,96,625,1972,Tupolev Tu-154
60,96,2508,1972,Tupolev Tu-154
61,96,1972,625,Tupolev Tu-154
62,96,1972,2508,Tupolev Tu-154
63,57,37,1594,Tupolev Tu-134
64,57,725,1505,Tupolev Tu-134
65,96,1634,2736,Tupolev Tu-134;Antonov AN-24
66,96,2736,1634,Tupolev Tu-134;Antonov AN-24
67,96,2755,1634,Tupolev Tu-134
68,96,1634,2755,Tupolev Tu-134
69,57,1505,725,Tupolev Tu-134
70,57,2412,1594,Tupolev Tu-134
71,57,1594,37,Tupolev Tu-134
72,57,1594,2412,Tupolev Tu-134
73,478,625,2736,Tupolev Tu-204;Boeing 767-300
74,478,625,1022,Tupolev Tu-204;Boeing 747-400
75,478,1022,625,Tupolev Tu-204;Boeing 747-400
76,241,2296,1137,Tupolev Tu-204;Airbus A320;Antonov An-158;Airbus A319
77,241,1137,2296,Tupolev Tu-204;Airbus A320;Antonov An-158;Airbus A319
78,378,2032,1299,Tupolev Tu-204
79,378,2032,2444,Tupolev Tu-204
80,378,2032,2657,Tupolev Tu-204
81,378,1299,2032,Tupolev Tu-204
82,378,2444,2032,Tupolev Tu-204
83,378,2657,2032,Tupolev Tu-204
84,478,351,625,Tupolev Tu-204
85,478,625,351,Tupolev Tu-204
86,307,783,894,Aerospatiale/Alenia ATR 42-300
87,307,894,783,Aerospatiale/Alenia ATR 42-300
88,307,894,1814,Aerospatiale/Alenia ATR 42-300
89,307,1814,894,Aerospatiale/Alenia ATR 42-300
90,402,1225,2736,Sukhoi Superjet 100-95;De Havilland Canada DHC-8-400 Dash 8Q
91,402,2736,1225,Sukhoi Superjet 100-95;De Havilland Canada DHC-8-400 Dash 8Q
92,78,625,2495,Sukhoi Superjet 100-95;Boeing 737-700
93,78,2495,625,Sukhoi Superjet 100-95;Boeing 737-700
94,438,2276,985,Sukhoi Superjet 100-95;Boeing 737
95,438,2276,629,Sukhoi Superjet 100-95;Airbus A320;Airbus A319
96,438,305,2276,Sukhoi Superjet 100-95;Airbus A320
97,438,2276,1786,Sukhoi Superjet 100-95;Airbus A320
98,438,2276,305,Sukhoi Superjet 100-95;Airbus A319
99,438,1228,2276,Sukhoi Superjet 100-95;Airbus A319
100,438,2276,1228,Sukhoi Superjet 100-95;Airbus A319
101,78,155,625,Sukhoi Superjet 100-95
102,78,155,2027,Sukhoi Superjet 100-95
103,78,625,155,Sukhoi Superjet 100-95
104,78,625,246,Sukhoi Superjet 100-95
105,78,246,625,Sukhoi Superjet 100-95
106,78,2027,155,Sukhoi Superjet 100-95
107,55,1098,1407,Sukhoi Superjet 100-95
108,55,1052,1407,Sukhoi Superjet 100-95
109,55,1536,1407,Sukhoi Superjet 100-95
110,55,1407,1098,Sukhoi Superjet 100-95
111,55,1407,1052,Sukhoi Superjet 100-95
112,55,1407,1536,Sukhoi Superjet 100-95
113,55,1407,515,Sukhoi Superjet 100-95
114,55,1407,835,Sukhoi Superjet 100-95
115,55,1407,1878,Sukhoi Superjet 100-95
116,55,1407,830,Sukhoi Superjet 100-95
117,55,1407,771,Sukhoi Superjet 100-95
118,55,1407,829,Sukhoi Superjet 100-95
119,55,1407,1955,Sukhoi Superjet 100-95
120,55,515,1407,Sukhoi Superjet 100-95
121,55,835,1407,Sukhoi Superjet 100-95
122,55,1878,1407,Sukhoi Superjet 100-95
123,55,830,1407,Sukhoi Superjet 100-95
124,55,771,1407,Sukhoi Superjet 100-95
125,55,829,1407,Sukhoi Superjet 100-95
126,55,1955,1407,Sukhoi Superjet 100-95
127,402,2327,1225,Sukhoi Superjet 100-95
128,402,2423,2736,Sukhoi Superjet 100-95
129,402,1225,2327,Sukhoi Superjet 100-95
130,402,2657,2736,Sukhoi Superjet 100-95
131,402,2736,2423,Sukhoi Superjet 100-95
132,402,2736,2657,Sukhoi Superjet 100-95
133,438,620,2276,Sukhoi Superjet 100-95
134,438,644,2276,Sukhoi Superjet 100-95
135,438,1292,2276,Sukhoi Superjet 100-95
136,438,1502,2276,Sukhoi Superjet 100-95
137,438,2276,620,Sukhoi Superjet 100-95
138,438,2276,644,Sukhoi Superjet 100-95
139,438,2276,1292,Sukhoi Superjet 100-95
140,438,2276,1502,Sukhoi Superjet 100-95
141,77,2046,1138,Shorts SD.360
142,77,2046,1330,Shorts SD.360
143,77,753,969,Shorts SD.360
144,77,969,2046,Shorts SD.360
145,77,1138,2046,Shorts SD.360
146,77,1330,2046,Shorts SD.360
147,170,10,2390,Saab SF340A/B;Saab 2000
148,170,1255,10,Saab SF340A/B;Saab 2000
149,170,2390,10,Saab SF340A/B;Saab 2000
150,215,2087,40,Saab SF340A/B;Embraer EMB 110 Bandeirante
151,298,2087,40,Saab SF340A/B;Embraer EMB 110 Bandeirante
152,252,1476,986,Saab SF340A/B;De Havilland Canada DHC-6 Twin Otter
153,252,554,1476,Saab SF340A/B;De Havilland Canada DHC-6 Twin Otter
154,252,986,1476,Saab SF340A/B;De Havilland Canada DHC-6 Twin Otter
155,170,869,2492,Saab SF340A/B;De Havilland Canada DHC-6 Twin Otter
156,170,2492,869,Saab SF340A/B;De Havilland Canada DHC-6 Twin Otter
157,237,2460,2587,Saab SF340A/B
158,237,2587,2460,Saab SF340A/B
159,170,1058,2368,Saab SF340A/B;Fairchild Dornier Do.328
160,170,2368,1058,Saab SF340A/B;Fairchild Dornier Do.328
161,115,387,528,Saab SF340A/B
162,115,528,2621,Saab SF340A/B
163,115,2621,1981,Saab SF340A/B
164,115,2621,2529,Saab SF340A/B
165,115,1981,2621,Saab SF340A/B
166,115,2529,2621,Saab SF340A/B
167,66,2364,2654,Saab SF340A/B;British Aerospace ATP
168,66,943,2364,Saab SF340A/B;British Aerospace ATP
169,66,2654,2364,Saab SF340A/B;British Aerospace ATP
170,75,970,962,Saab SF340A/B
171,75,2559,962,Saab SF340A/B
172,66,2364,943,Saab SF340A/B
173,66,2364,1188,Saab SF340A/B
174,66,2364,1548,Saab SF340A/B
175,66,2364,1976,Saab SF340A/B
176,66,2364,2198,Saab SF340A/B
177,66,2364,2642,Saab SF340A/B
178,66,2364,2627,Saab SF340A/B
179,66,943,2627,Saab SF340A/B
180,66,983,2642,Saab SF340A/B
181,66,1270,1976,Saab SF340A/B
182,66,1188,2364,Saab SF340A/B
183,66,1548,2364,Saab SF340A/B
184,66,1548,2563,Saab SF340A/B
185,66,1856,2627,Saab SF340A/B
186,66,1976,2364,Saab SF340A/B
187,66,1976,1270,Saab SF340A/B
188,66,2563,1548,Saab SF340A/B
189,66,2198,2364,Saab SF340A/B
190,66,2642,2364,Saab SF340A/B
191,66,2642,983,Saab SF340A/B
192,66,2627,2364,Saab SF340A/B
193,66,2627,1856,Saab SF340A/B
194,75,962,905,Saab SF340A/B
195,75,962,1615,Saab SF340A/B
196,75,962,1223,Saab SF340A/B
197,75,962,1807,Saab SF340A/B
198,75,962,970,Saab SF340A/B
199,75,962,2559,Saab SF340A/B
200,75,2334,760,Saab SF340A/B
201,75,1802,760,Saab SF340A/B
202,75,1802,1879,Saab SF340A/B
203,75,1224,760,Saab SF340A/B
204,75,1224,2339,Saab SF340A/B
205,75,1224,2437,Saab SF340A/B
206,75,760,2334,Saab SF340A/B
207,75,760,1802,Saab SF340A/B
208,75,760,1224,Saab SF340A/B
209,75,760,895,Saab SF340A/B
210,75,760,732,Saab SF340A/B
211,75,760,892,Saab SF340A/B
212,75,760,1847,Saab SF340A/B
213,75,760,1393,Saab SF340A/B
214,75,760,2533,Saab SF340A/B
215,75,760,2437,Saab SF340A/B
216,75,895,760,Saab SF340A/B
217,75,732,760,Saab SF340A/B
218,75,732,892,Saab SF340A/B
219,75,892,760,Saab SF340A/B
220,75,1614,2559,Saab SF340A/B
221,75,795,1847,Saab SF340A/B
222,75,795,2437,Saab SF340A/B
223,75,1085,1393,Saab SF340A/B
224,75,1085,2437,Saab SF340A/B
225,75,905,962,Saab SF340A/B
226,75,1615,962,Saab SF340A/B
227,75,1615,1847,Saab SF340A/B
228,75,1847,760,Saab SF340A/B
229,75,1847,795,Saab SF340A/B
230,75,1847,1615,Saab SF340A/B
231,75,1847,1393,Saab SF340A/B
232,75,1847,1912,Saab SF340A/B
233,75,1847,2339,Saab SF340A/B
234,75,1847,2432,Saab SF340A/B
235,75,1223,962,Saab SF340A/B
236,75,1393,760,Saab SF340A/B
237,75,1393,1085,Saab SF340A/B
238,75,1393,1847,Saab SF340A/B
239,75,1393,1879,Saab SF340A/B
240,75,1807,962,Saab SF340A/B
241,75,1879,1802,Saab SF340A/B
242,75,1879,1393,Saab SF340A/B
243,75,1879,2437,Saab SF340A/B
244,75,1912,1847,Saab SF340A/B
245,75,1912,2437,Saab SF340A/B
246,75,2339,1224,Saab SF340A/B
247,75,2339,1847,Saab SF340A/B
248,75,2533,760,Saab SF340A/B
249,75,2432,1847,Saab SF340A/B
250,75,2432,2437,Saab SF340A/B
251,75,2437,1224,Saab SF340A/B
252,75,2437,760,Saab SF340A/B
253,75,2437,795,Saab SF340A/B
254,75,2437,1085,Saab SF340A/B
255,75,2437,1879,Saab SF340A/B
256,75,2437,1912,Saab SF340A/B
257,75,2437,2432,Saab SF340A/B
258,75,2559,1614,Saab SF340A/B
259,115,2621,1562,Saab SF340A/B
260,115,1562,2621,Saab SF340A/B
261,116,1131,1939,Saab SF340A/B
262,116,1131,841,Saab SF340A/B
263,116,1131,1066,Saab SF340A/B
264,116,1131,2234,Saab SF340A/B
265,116,525,1939,Saab SF340A/B
266,116,525,86,Saab SF340A/B
267,116,2181,820,Saab SF340A/B
268,116,2181,330,Saab SF340A/B
269,116,1053,687,Saab SF340A/B
270,116,1053,1066,Saab SF340A/B
271,116,820,2005,Saab SF340A/B
272,116,820,86,Saab SF340A/B
273,116,820,1947,Saab SF340A/B
274,116,330,2181,Saab SF340A/B
275,116,330,820,Saab SF340A/B
276,116,1939,1131,Saab SF340A/B
277,116,1939,525,Saab SF340A/B
278,116,687,1053,Saab SF340A/B
279,116,687,2005,Saab SF340A/B
280,116,2005,820,Saab SF340A/B
281,116,2005,687,Saab SF340A/B
282,116,404,1066,Saab SF340A/B
283,116,841,1131,Saab SF340A/B
284,116,86,525,Saab SF340A/B
285,116,86,2181,Saab SF340A/B
286,116,86,820,Saab SF340A/B
287,116,86,330,Saab SF340A/B
288,116,992,1947,Saab SF340A/B
289,116,1947,820,Saab SF340A/B
290,116,1947,992,Saab SF340A/B
291,116,1947,1521,Saab SF340A/B
292,116,1066,1131,Saab SF340A/B
293,116,1066,1053,Saab SF340A/B
294,116,1066,404,Saab SF340A/B
295,116,2234,1131,Saab SF340A/B
296,132,639,1476,Saab SF340A/B
297,132,2471,1476,Saab SF340A/B
298,132,1559,1476,Saab SF340A/B
299,132,1968,1476,Saab SF340A/B
300,132,1476,639,Saab SF340A/B
301,132,1476,2471,Saab SF340A/B
302,132,1476,1559,Saab SF340A/B
303,132,1476,1968,Saab SF340A/B
304,237,1248,2460,Saab SF340A/B
305,237,2460,1248,Saab SF340A/B
306,237,2460,112,Saab SF340A/B
307,237,2460,521,Saab SF340A/B
308,237,2460,605,Saab SF340A/B
309,237,2460,1589,Saab SF340A/B
310,237,2460,2194,Saab SF340A/B
311,237,2460,2354,Saab SF340A/B
312,237,2460,2351,Saab SF340A/B
313,237,112,2460,Saab SF340A/B
314,237,112,1589,Saab SF340A/B
315,237,821,1449,Saab SF340A/B
316,237,821,1954,Saab SF340A/B
317,237,821,1805,Saab SF340A/B
318,237,521,2460,Saab SF340A/B
319,237,605,2460,Saab SF340A/B
320,237,1449,821,Saab SF340A/B
321,237,1589,2460,Saab SF340A/B
322,237,1589,112,Saab SF340A/B
323,237,1954,821,Saab SF340A/B
324,237,1805,821,Saab SF340A/B
325,237,2194,2460,Saab SF340A/B
326,237,2354,2460,Saab SF340A/B
327,237,2351,2460,Saab SF340A/B
328,252,639,1476,Saab SF340A/B
329,252,2471,1476,Saab SF340A/B
330,252,1559,1476,Saab SF340A/B
331,252,418,1476,Saab SF340A/B
332,252,2619,2117,Saab SF340A/B
333,252,1968,1476,Saab SF340A/B
334,252,2030,1476,Saab SF340A/B
335,252,1372,1476,Saab SF340A/B
336,252,1476,639,Saab SF340A/B
337,252,1476,2471,Saab SF340A/B
338,252,1476,1559,Saab SF340A/B
339,252,1476,418,Saab SF340A/B
340,252,1476,1968,Saab SF340A/B
341,252,1476,2030,Saab SF340A/B
342,252,1476,1372,Saab SF340A/B
343,252,1476,2117,Saab SF340A/B
344,252,1476,499,Saab SF340A/B
345,252,1476,2012,Saab SF340A/B
346,252,2117,2619,Saab SF340A/B
347,252,2117,1476,Saab SF340A/B
348,252,499,1476,Saab SF340A/B
349,252,2012,1476,Saab SF340A/B
350,170,252,869,Saab SF340A/B
351,170,252,2368,Saab SF340A/B
352,170,628,647,Saab SF340A/B
353,170,628,869,Saab SF340A/B
354,170,647,628,Saab SF340A/B
355,170,666,1255,Saab SF340A/B
356,170,666,2390,Saab SF340A/B
357,170,869,252,Saab SF340A/B
358,170,869,628,Saab SF340A/B
359,170,869,1067,Saab SF340A/B
360,170,869,1255,Saab SF340A/B
361,170,869,1382,Saab SF340A/B
362,170,869,2390,Saab SF340A/B
363,170,869,2368,Saab SF340A/B
364,170,1067,869,Saab SF340A/B
365,170,1058,1255,Saab SF340A/B
366,170,1058,2390,Saab SF340A/B
367,170,1255,666,Saab SF340A/B
368,170,1255,869,Saab SF340A/B
369,170,1255,1058,Saab SF340A/B
370,170,1255,2390,Saab SF340A/B
371,170,1382,869,Saab SF340A/B
372,170,2390,666,Saab SF340A/B
373,170,2390,869,Saab SF340A/B
374,170,2390,1058,Saab SF340A/B
375,170,2390,1255,Saab SF340A/B
376,170,2368,252,Saab SF340A/B
377,170,2368,869,Saab SF340A/B
378,203,2023,2509,Saab SF340A/B
379,203,1143,2079,Saab SF340A/B
380,203,1143,2509,Saab SF340A/B
381,203,2079,1143,Saab SF340A/B
382,203,2079,2509,Saab SF340A/B
383,203,2509,2023,Saab SF340A/B
384,203,2509,1143,Saab SF340A/B
385,203,2509,2079,Saab SF340A/B
386,264,2,279,Saab SF340A/B
387,264,2,2358,Saab SF340A/B
388,264,279,2,Saab SF340A/B
389,264,1651,2367,Saab SF340A/B
390,264,2367,1651,Saab SF340A/B
391,264,2367,2358,Saab SF340A/B
392,264,2358,2,Saab SF340A/B
393,264,2358,2367,Saab SF340A/B
394,215,40,2087,Saab SF340A/B
395,372,1248,2460,Saab SF340A/B
396,372,2460,1248,Saab SF340A/B
397,372,2460,112,Saab SF340A/B
398,372,2460,521,Saab SF340A/B
399,372,2460,605,Saab SF340A/B
400,372,2460,1589,Saab SF340A/B
401,372,2460,2194,Saab SF340A/B
402,372,2460,2354,Saab SF340A/B
403,372,2460,2351,Saab SF340A/B
404,372,2460,2587,Saab SF340A/B
405,372,112,2460,Saab SF340A/B
406,372,112,1589,Saab SF340A/B
407,372,821,1449,Saab SF340A/B
408,372,821,1954,Saab SF340A/B
409,372,821,1805,Saab SF340A/B
410,372,521,2460,Saab SF340A/B
411,372,605,2460,Saab SF340A/B
412,372,1449,821,Saab SF340A/B
413,372,1589,2460,Saab SF340A/B
414,372,1589,112,Saab SF340A/B
415,372,1954,821,Saab SF340A/B
416,372,1805,821,Saab SF340A/B
417,372,2194,2460,Saab SF340A/B
418,372,2354,2460,Saab SF340A/B
419,372,2354,2351,Saab SF340A/B
420,372,2351,2460,Saab SF340A/B
421,372,2351,2354,Saab SF340A/B
422,372,2587,2460,Saab SF340A/B
423,298,40,2087,Saab SF340A/B
424,388,140,1487,Saab SF340A/B
425,388,140,1763,Saab SF340A/B
426,388,760,1393,Saab SF340A/B
427,388,895,1487,Saab SF340A/B
428,388,732,1487,Saab SF340A/B
429,388,1393,760,Saab SF340A/B
430,388,1393,1487,Saab SF340A/B
431,388,1487,140,Saab SF340A/B
432,388,1487,895,Saab SF340A/B
433,388,1487,732,Saab SF340A/B
434,388,1487,1393,Saab SF340A/B
435,388,1487,1763,Saab SF340A/B
436,388,1763,140,Saab SF340A/B
437,388,1763,1487,Saab SF340A/B
438,433,2364,2642,Saab SF340A/B
439,433,943,2627,Saab SF340A/B
440,433,983,2642,Saab SF340A/B
441,433,2642,2364,Saab SF340A/B
442,433,2642,983,Saab SF340A/B
443,433,2627,2364,Saab SF340A/B
444,470,92,2677,Saab SF340A/B
445,470,92,1124,Saab SF340A/B
446,470,2334,760,Saab SF340A/B
447,470,2075,2677,Saab SF340A/B
448,470,2075,2273,Saab SF340A/B
449,470,1801,2677,Saab SF340A/B
450,470,1801,1672,Saab SF340A/B
451,470,1802,760,Saab SF340A/B
452,470,1802,1879,Saab SF340A/B
453,470,1224,760,Saab SF340A/B
454,470,1224,2339,Saab SF340A/B
455,470,1224,2437,Saab SF340A/B
456,470,760,2334,Saab SF340A/B
457,470,760,1802,Saab SF340A/B
458,470,760,1224,Saab SF340A/B
459,470,760,895,Saab SF340A/B
460,470,760,732,Saab SF340A/B
461,470,760,892,Saab SF340A/B
462,470,760,1847,Saab SF340A/B
463,470,760,1393,Saab SF340A/B
464,470,760,2533,Saab SF340A/B
465,470,760,2437,Saab SF340A/B
466,470,895,760,Saab SF340A/B
467,470,732,760,Saab SF340A/B
468,470,732,892,Saab SF340A/B
469,470,892,760,Saab SF340A/B
470,470,795,1847,Saab SF340A/B
471,470,795,2437,Saab SF340A/B
472,470,2677,92,Saab SF340A/B
473,470,2677,2075,Saab SF340A/B
474,470,2677,1124,Saab SF340A/B
475,470,2677,905,Saab SF340A/B
476,470,2677,1672,Saab SF340A/B
477,470,2677,2273,Saab SF340A/B
478,470,1085,1393,Saab SF340A/B
479,470,1085,2437,Saab SF340A/B
480,470,1124,92,Saab SF340A/B
481,470,1124,2677,Saab SF340A/B
482,470,905,2677,Saab SF340A/B
483,470,1847,760,Saab SF340A/B
484,470,1847,795,Saab SF340A/B
485,470,1847,1393,Saab SF340A/B
486,470,1847,1912,Saab SF340A/B
487,470,1847,2339,Saab SF340A/B
488,470,1847,2432,Saab SF340A/B
489,470,1672,1801,Saab SF340A/B
490,470,1672,2677,Saab SF340A/B
491,470,1393,760,Saab SF340A/B
492,470,1393,1085,Saab SF340A/B
493,470,1393,1847,Saab SF340A/B
494,470,1393,1879,Saab SF340A/B
495,470,1879,1802,Saab SF340A/B
496,470,1879,1393,Saab SF340A/B
497,470,1879,2437,Saab SF340A/B
498,470,1912,1847,Saab SF340A/B
499,470,1912,2437,Saab SF340A/B
500,470,2339,1224,Saab SF340A/B
501,470,2339,1847,Saab SF340A/B
502,470,2273,2677,Saab SF340A/B
503,470,2533,760,Saab SF340A/B
504,470,2432,1847,Saab SF340A/B
505,470,2432,2437,Saab SF340A/B
506,470,2437,1224,Saab SF340A/B
507,470,2437,760,Saab SF340A/B
508,470,2437,795,Saab SF340A/B
509,470,2437,1085,Saab SF340A/B
510,470,2437,1879,Saab SF340A/B
511,470,2437,1912,Saab SF340A/B
512,470,2437,2432,Saab SF340A/B
513,44,982,1976,Saab SF340A/B
514,44,1976,982,Saab SF340A/B
515,9,69,1598,Saab SF340A/B
516,9,69,2405,Saab SF340A/B
517,9,21,337,Saab SF340A/B
518,9,21,432,Saab SF340A/B
519,9,21,531,Saab SF340A/B
520,9,21,1250,Saab SF340A/B
521,9,21,1683,Saab SF340A/B
522,9,21,1623,Saab SF340A/B
523,9,21,1983,Saab SF340A/B
524,9,21,2700,Saab SF340A/B
525,9,137,2405,Saab SF340A/B
526,9,337,21,Saab SF340A/B
527,9,337,646,Saab SF340A/B
528,9,337,1623,Saab SF340A/B
529,9,337,2405,Saab SF340A/B
530,9,226,1899,Saab SF340A/B
531,9,226,2405,Saab SF340A/B
532,9,193,1770,Saab SF340A/B
533,9,193,2405,Saab SF340A/B
534,9,2721,1598,Saab SF340A/B
535,9,432,21,Saab SF340A/B
536,9,531,21,Saab SF340A/B
537,9,646,337,Saab SF340A/B
538,9,646,2405,Saab SF340A/B
539,9,908,1743,Saab SF340A/B
540,9,908,2405,Saab SF340A/B
541,9,893,2449,Saab SF340A/B
542,9,1685,1150,Saab SF340A/B
543,9,1685,2525,Saab SF340A/B
544,9,1150,1685,Saab SF340A/B
545,9,1150,2104,Saab SF340A/B
546,9,1250,21,Saab SF340A/B
547,9,1246,1598,Saab SF340A/B
548,9,1453,2712,Saab SF340A/B
549,9,1428,2405,Saab SF340A/B
550,9,1598,69,Saab SF340A/B
551,9,1598,2721,Saab SF340A/B
552,9,1598,1246,Saab SF340A/B
553,9,1598,1683,Saab SF340A/B
554,9,1598,1607,Saab SF340A/B
555,9,1598,1623,Saab SF340A/B
556,9,1598,2666,Saab SF340A/B
557,9,1683,21,Saab SF340A/B
558,9,1683,1598,Saab SF340A/B
559,9,1607,1598,Saab SF340A/B
560,9,1607,1676,Saab SF340A/B
561,9,1607,2405,Saab SF340A/B
562,9,1623,21,Saab SF340A/B
563,9,1623,337,Saab SF340A/B
564,9,1623,1598,Saab SF340A/B
565,9,1623,2405,Saab SF340A/B
566,9,1676,1607,Saab SF340A/B
567,9,1676,2405,Saab SF340A/B
568,9,1743,908,Saab SF340A/B
569,9,1743,2405,Saab SF340A/B
570,9,1770,193,Saab SF340A/B
571,9,1770,2405,Saab SF340A/B
572,9,1842,2405,Saab SF340A/B
573,9,1899,226,Saab SF340A/B
574,9,1899,2405,Saab SF340A/B
575,9,1983,21,Saab SF340A/B
576,9,2104,1150,Saab SF340A/B
577,9,2405,69,Saab SF340A/B
578,9,2405,137,Saab SF340A/B
579,9,2405,337,Saab SF340A/B
580,9,2405,226,Saab SF340A/B
581,9,2405,193,Saab SF340A/B
582,9,2405,646,Saab SF340A/B
583,9,2405,908,Saab SF340A/B
584,9,2405,1428,Saab SF340A/B
585,9,2405,1607,Saab SF340A/B
586,9,2405,1623,Saab SF340A/B
587,9,2405,1676,Saab SF340A/B
588,9,2405,1743,Saab SF340A/B
589,9,2405,1770,Saab SF340A/B
590,9,2405,1842,Saab SF340A/B
591,9,2405,1899,Saab SF340A/B
592,9,2405,2449,Saab SF340A/B
593,9,2405,2666,Saab SF340A/B
594,9,2449,893,Saab SF340A/B
595,9,2449,2405,Saab SF340A/B
596,9,2525,1685,Saab SF340A/B
597,9,2525,2712,Saab SF340A/B
598,9,2666,1598,Saab SF340A/B
599,9,2666,2405,Saab SF340A/B
600,9,2712,1453,Saab SF340A/B
601,9,2712,2525,Saab SF340A/B
602,9,2700,21,Saab SF340A/B
603,261,2620,2634,Sikorsky S-76
604,261,2634,2620,Sikorsky S-76
605,170,10,1255,Saab 2000;Saab SF340A/B
606,219,10,1443,Saab 2000;Embraer 170
607,433,2364,2605,Saab 2000;Aerospatiale/Alenia ATR 72
608,433,2364,2358,Saab 2000;Boeing 737-600
609,433,2358,2364,Saab 2000;Boeing 737-600
610,270,306,1394,Saab 2000
611,270,1394,306,Saab 2000
612,270,1916,843,Saab 2000
613,270,843,1916,Saab 2000
614,219,1068,1443,Saab 2000
615,219,1443,1068,Saab 2000
616,219,1443,2141,Saab 2000
617,219,2141,1443,Saab 2000
618,202,2364,2438,Saab 2000
619,202,2364,2605,Saab 2000
620,202,2438,2364,Saab 2000
621,181,2365,1172,Saab 2000
622,181,2365,2133,Saab 2000
623,181,2365,2392,Saab 2000
624,181,2365,2544,Saab 2000
625,181,2365,2627,Saab 2000
626,181,1172,2365,Saab 2000
627,181,2133,2365,Saab 2000
628,181,2392,2365,Saab 2000
629,181,2544,2365,Saab 2000
630,181,2627,2365,Saab 2000
631,250,97,1386,Saab 2000
632,250,247,843,Saab 2000
633,250,306,1394,Saab 2000
634,250,447,1386,Saab 2000
635,250,1394,306,Saab 2000
636,250,1916,843,Saab 2000
637,250,1916,2794,Saab 2000
638,250,843,247,Saab 2000
639,250,843,1916,Saab 2000
640,250,843,1475,Saab 2000
641,250,843,2371,Saab 2000
642,250,843,2613,Saab 2000
643,250,843,2794,Saab 2000
644,250,1386,97,Saab 2000
645,250,1386,447,Saab 2000
646,250,1386,2794,Saab 2000
647,250,1475,843,Saab 2000
648,250,2371,843,Saab 2000
649,250,2562,2794,Saab 2000
650,250,2613,843,Saab 2000
651,250,2794,1916,Saab 2000
652,250,2794,843,Saab 2000
653,250,2794,1386,Saab 2000
654,250,2794,2562,Saab 2000
655,341,1475,2794,Saab 2000
656,341,2794,1475,Saab 2000
657,433,2,2364,Saab 2000
658,433,2364,2,Saab 2000
659,433,2364,279,Saab 2000
660,433,2364,1867,Saab 2000
661,433,2364,2438,Saab 2000
662,433,2364,2644,Saab 2000
663,433,279,2364,Saab 2000
664,433,1867,2364,Saab 2000
665,433,2438,2364,Saab 2000
